t;roll;pitch;yaw
0.22739267349243164;0.204775;-1.856183;83.702591
0.48470163345336914;0.492032;-1.853268;74.58123
0.6871592998504639;0.262687;-2.179387;83.101501
0.8896281719207764;0.010043;-1.949096;85.985519
1.0970792770385742;0.157025;-2.076092;84.364723
1.3005542755126953;0.164143;-1.894526;84.27858
1.509969711303711;0.113748;-2.001495;84.977196
1.7253897190093994;0.136709;-2.009975;85.021721
1.9198708534240723;0.26069;-2.04083;82.293236
2.126312494277954;0.2569;-2.043693;82.751587
2.323796033859253;0.208618;-2.045635;84.265793
2.530231237411499;0.224488;-2.04922;83.922325
2.7314674854278564;0.211623;-2.042118;84.253075
2.941824197769165;0.200504;-2.030339;84.383301
3.1472625732421875;0.262286;-2.000431;82.591988
3.3479974269866943;0.267101;-2.0055;82.391403
3.553178548812866;0.274913;-1.981576;82.060829
3.792557716369629;0.277831;-1.969862;81.902596
3.963099718093872;0.208868;-2.004218;83.579956
4.1735899448394775;0.232361;-2.017405;83.028214
4.3701159954071045;0.266758;-2.009113;82.252258
4.576559066772461;0.515855;-2.003727;75.982391
4.783998727798462;0.280329;-2.022025;77.979019
4.9904465675354;0.612537;-1.93112;66.314568
5.1958982944488525;0.779936;-1.709605;53.852245
5.496102571487427;0.355469;-1.881746;54.872078
5.601817607879639;-0.09054;-1.927447;57.576439
5.806298017501831;-2.031659;-2.584595;52.506187
6.011174917221069;-3.220381;-3.155586;52.025822
6.21837043762207;-4.951825;-2.828125;39.508663
6.423839092254639;-6.128328;-2.628217;31.549528
6.625295162200928;-6.866014;-2.652343;27.548183
6.828951120376587;-8.1923;-2.970804;24.621872
7.045163631439209;-9.516474;-2.919111;19.992376
7.239657402038574;-11.214519;-3.037301;16.136862
7.449322938919067;-13.531152;-3.228008;12.278118
7.65054988861084;-14.365517;-3.277123;8.554592
7.855217933654785;-13.390087;-3.373578;7.779336
8.061451196670532;-8.731312;-2.879205;12.805737
8.264058351516724;-0.756709;-1.76808;5.233823
8.473341703414917;8.049612;-1.343784;2.316565
8.672810554504395;12.238768;-0.826564;-0.526774
8.876273393630981;12.938904;-1.344032;1.077125
9.080101490020752;11.478256;-1.912402;4.679824
9.288118839263916;6.830605;-1.744601;10.353254
9.494556427001953;0.17896;-2.092746;11.587818
9.695137023925781;-6.391639;-2.84829;13.108718
9.899713516235352;-9.659217;-2.773501;11.498664
10.106921911239624;-9.283457;-2.735561;13.846625
10.313369989395142;-3.987396;-2.074857;19.538284
10.51501202583313;1.918862;-1.499899;13.556311
10.72333550453186;6.211928;-1.201195;8.86709
10.929748296737671;6.778873;-1.630757;11.320484
11.128213167190552;4.437952;-1.546258;20.482759
11.335880756378174;-0.210356;-1.88457;20.203997
11.539597749710083;-2.941949;-2.678862;23.239389
11.747857332229614;-3.22794;-2.616297;27.375534
11.950314044952393;-1.972741;-2.194909;37.935863
12.16376519203186;0.021888;-2.187829;40.161137
12.36018419265747;1.243232;-1.943619;35.236244
12.562820672988892;0.869209;-1.872753;46.551121
12.77713918685913;-0.314027;-2.07503;48.380062
12.974490642547607;-0.502571;-1.998846;54.666054
13.182541847229004;0.270533;-2.021568;56.07103
13.382813215255737;0.445045;-1.97973;61.258362
13.593236923217773;-0.045235;-2.047524;64.565102
13.796855211257935;-0.295087;-1.974751;67.926888
13.99616003036499;0.047928;-2.046872;71.302567
14.208727836608887;0.229269;-1.989995;73.250275
14.410063982009888;-0.112914;-2.040991;75.05941
14.61749792098999;-0.2589;-2.027953;76.363518
14.815968990325928;0.007469;-2.078877;78.191154
15.022435903549194;0.152265;-2.030895;79.467476
15.226871490478516;-0.065365;-2.032151;80.172028
15.431221008300781;-0.170849;-2.029638;81.309669
15.636542320251465;0.039633;-2.053203;81.598961
15.843989610671997;0.127744;-2.036712;82.700508
16.045514345169067;-0.036204;-2.016277;83.354836
16.24991750717163;-0.076475;-2.034171;84.288429
16.45849585533142;0.042514;-2.029447;84.867538
16.660938262939453;0.093805;-2.083717;85.773315
16.866395711898804;-0.013517;-2.087049;85.922874
17.074830770492554;-0.0141;-2.096296;86.630836
17.275320291519165;0.066713;-2.069048;86.597755
17.481749296188354;0.024659;-2.08169;86.791122
17.6862850189209;-0.064396;-2.016901;86.374557
17.892772674560547;-0.015221;-2.04174;86.722084
18.09311580657959;0.042215;-2.023928;86.154152
18.30079936981201;-0.013734;-2.036834;86.623688
18.51007628440857;-0.070265;-2.074046;86.976929
18.707191467285156;-0.033404;-2.067166;87.666779
18.91163730621338;0.026875;-2.026172;87.098701
19.11609172821045;-0.006716;-2.022202;87.824966
19.32171869277954;-0.031144;-2.084764;87.889717
19.528989553451538;0.038412;-2.111214;87.683945
19.73345398902893;0.025299;-2.064198;88.179512
19.93611764907837;-0.005685;-2.065818;87.873894
20.140376567840576;-0.007306;-2.078309;88.208168
20.352155208587646;0.011657;-2.04053;87.726189
20.411983013153076;-0.015195;-2.058562;88.07106
20.556674003601074;-1.049869;-1.975994;47.636402
20.769092559814453;0.949356;-1.772952;52.28603
20.965567111968994;-0.842515;-2.069173;55.521156
21.18498682975769;-4.208302;-2.516306;47.167915
21.380651712417603;-9.442184;-2.419607;28.96316
21.586907386779785;-15.676479;-3.063486;14.430946
21.785475730895996;-17.242006;-3.087312;10.421199
21.996915578842163;-19.530451;-3.281823;8.629699
22.19439148902893;-21.524813;-3.0113;5.425489
22.404826164245605;-18.818632;-3.54837;6.918056
22.606287240982056;-6.081392;-2.342713;6.616241
22.810746908187866;14.742169;0.026152;-0.574886
23.016199827194214;20.668146;-1.540962;3.252419
23.218653678894043;18.033745;-0.796151;1.037788
23.426095485687256;14.350149;-1.279506;3.121626
23.63156032562256;-7.898832;-2.95983;14.257559
23.836000204086304;-14.072318;-3.531073;15.028821
23.899067878723145;8.885401;-0.829544;6.969561
24.03752875328064;7.141768;-2.428569;19.873346
24.246902227401733;-4.035325;-2.421001;19.109657
24.323923587799072;-0.106473;-1.956519;28.268463
24.39949893951416;2.513541;-1.746175;35.241932
24.660009384155273;-1.150044;-2.104569;40.045109
24.855957508087158;-0.083392;-1.981767;56.629349
25.068167448043823;0.291017;-1.954984;63.909966
25.266393661499023;1.095288;-2.056018;51.668758
25.47583293914795;-5.202285;-2.268821;33.318283
25.676298141479492;-7.779476;-2.471926;29.444166
25.888728857040405;-13.119732;-2.800358;18.854177
26.085206031799316;-18.048273;-2.73673;9.110991
26.296639680862427;-19.567028;-2.812138;6.693149
26.503087997436523;-18.149654;-3.314788;6.308446
26.703587532043457;-12.085696;-3.339144;8.619843
26.904016494750977;16.530113;-0.664595;3.053643
27.1174476146698;20.811831;-1.428795;4.375597
27.319905519485474;1.259611;-1.155325;-4.049597
27.527366876602173;-15.037951;-4.054674;7.437892
27.728817462921143;-13.581132;-2.996593;9.991057
27.938526391983032;12.423176;-1.079259;5.374826
28.133734226226807;11.790444;-2.163243;9.26951
28.340394735336304;-2.98131;-1.989878;15.085119
28.543638944625854;-5.557842;-2.412491;25.448353
28.754111289978027;5.474651;-1.319218;12.939481
28.963518857955933;-1.632957;-2.264401;25.470659
29.158992528915405;-0.138738;-2.187232;41.740345
29.370503902435303;0.2411;-2.057944;50.280224
29.567044973373413;0.900317;-1.919041;45.374443
29.7734317779541;-3.332744;-2.033162;39.97121
29.983869552612305;-6.684175;-2.916653;37.186153
30.184350967407227;-15.10357;-2.63005;16.155851
30.386789560317993;-18.031141;-2.821024;10.819291
30.596448183059692;-17.942999;-3.218974;8.16627
30.79769229888916;-14.602484;-2.97007;5.914644
31.005139112472534;3.285479;-2.815543;17.926737
31.204029321670532;18.010511;-1.276792;5.541126
31.41368293762207;10.885342;-0.644756;-2.656933
31.614148139953613;-10.65837;-3.27873;2.498607
31.85750389099121;-7.612993;-2.463241;17.477243
32.03206515312195;9.931564;-0.056953;2.569672
32.239492654800415;4.399919;-1.782803;19.559647
32.434011936187744;-6.683259;-2.626608;20.354607
32.64761257171631;-3.479664;-2.491246;36.114471
32.84586548805237;2.440701;-1.762285;42.510277
33.05829310417175;-1.002293;-2.127587;46.144958
33.255760192871094;0.806854;-1.983041;48.92329
33.458284854888916;0.323288;-1.916584;63.434605
33.66585397720337;0.107289;-1.93426;69.967087
33.87541675567627;0.58543;-1.89679;69.901611
34.073824644088745;0.644657;-1.792922;59.182011
34.28395104408264;-2.525799;-1.979474;47.328262
34.483744382858276;-6.004877;-2.493914;30.018881
34.68919324874878;-8.260104;-2.576567;22.729822
34.8956344127655;-12.011128;-2.723611;13.089776
35.11005926132202;-13.804051;-2.850086;10.847589
35.31352233886719;-16.324596;-2.822038;6.135254
35.50700044631958;-11.296119;-3.32127;10.286964
35.7134804725647;8.577602;-0.722105;1.679697
35.91612482070923;11.282733;-0.906643;0.958557
36.1303346157074;-1.434347;-2.275848;16.351309
36.326815605163574;-7.008704;-2.485878;23.806103
36.54323434829712;6.40907;-0.817525;9.599533
36.748679637908936;0.180147;-1.749358;18.984592
36.949153423309326;-3.487003;-2.538823;28.399345
37.14585041999817;1.773189;-1.68335;33.428127
37.21961045265198;-0.414996;-1.982783;47.608604
37.358083963394165;0.643434;-1.924048;53.864025
37.55752873420715;0.323709;-2.00628;69.059082
37.769694805145264;0.70832;-1.987615;67.782013
37.964173793792725;-4.122215;-1.684926;32.119186
38.16962695121765;-8.235987;-2.592986;25.415228
38.38504958152771;-11.84811;-2.681335;15.937551
38.585511922836304;-14.071222;-2.562402;9.439177
38.78399348258972;-14.985571;-2.924282;9.011632
38.99143838882446;-15.091582;-2.846117;5.821132
39.19588613510132;7.769122;-0.918524;3.148905
39.40332746505737;14.515119;-0.850866;1.06387
39.60379505157471;1.587674;-1.821064;-0.806769
39.81149411201477;-11.863394;-3.142444;9.218851
40.01668977737427;-7.699153;-2.350394;17.152876
40.224138259887695;3.089762;-0.632445;7.052327
40.4256706237793;10.715209;-1.931716;9.89836
40.62555527687073;-0.162885;-2.183865;22.096628
40.842469930648804;-4.466051;-2.750291;36.110687
41.04172110557556;3.612999;-1.228421;18.956581
41.24437975883484;-1.148877;-2.189255;32.634407
41.321319341659546;0.010948;-1.986532;45.592911
41.39301800727844;0.28855;-1.931801;55.694847
41.462868213653564;0.399775;-1.915341;68.833221
41.65530061721802;0.038634;-1.965257;76.265167
41.85877537727356;0.079807;-1.98565;81.406288
42.06820344924927;0.202384;-1.961317;82.342476
42.264671087265015;0.221162;-2.012651;82.966187
42.46816396713257;0.095889;-2.006296;86.010117
42.67358088493347;0.13781;-1.972366;85.027
42.879029273986816;0.277573;-1.970405;83.45752
43.08847117424011;0.193035;-1.942813;84.764526
43.2989068031311;0.133948;-2.0243;85.7817
43.497387647628784;0.24023;-2.066188;83.735672
43.69805717468262;0.125324;-2.027924;85.281921
43.90808176994324;0.165459;-1.991189;84.672546
44.110567808151245;0.195878;-1.989118;83.955948
44.31500053405762;0.089147;-2.009414;85.571663
44.51745343208313;0.186504;-1.999986;81.981239
44.727890968322754;0.13364;-1.988478;84.055702
44.93234443664551;0.255405;-2.012714;82.702362
45.136794567108154;0.179325;-2.006565;81.530273
45.34025764465332;0.145981;-2.015208;84.325233
45.54769539833069;0.107872;-1.993231;82.076469
45.74516820907593;0.224803;-1.992874;81.279388
45.96060562133789;0.17613;-2.073908;83.311958
46.156081438064575;0.202876;-2.029385;82.317574
46.36651563644409;0.16595;-1.997248;83.912247
46.57196021080017;0.149306;-2.042269;85.004593
46.77641701698303;0.189496;-2.02372;84.209373
46.973978996276855;0.224175;-1.991658;81.173271
47.18962025642395;0.154802;-2.014058;83.39138
47.384103536605835;0.188653;-2.014176;83.031914
47.598525524139404;0.164337;-2.009012;84.238541
47.79603171348572;0.174555;-1.9261;81.850395
47.99870800971985;0.176212;-1.978761;82.472153
48.20390963554382;0.209738;-1.97029;82.344101
48.45623469352722;0.192591;-1.988032;83.695686
48.62102031707764;0.156651;-1.980112;84.335388
48.825249433517456;0.168099;-2.012278;84.054665
49.02372479438782;0.248214;-1.97171;81.901184
49.22738242149353;0.222323;-1.979898;82.27829
49.43463087081909;0.115186;-1.954163;83.451019
49.6410756111145;0.11337;-1.988305;84.740829
49.8475227355957;0.158981;-2.013113;84.579689
50.05929446220398;0.121409;-2.042442;85.809639
50.255069732666016;0.102464;-1.994026;85.188324
50.457712173461914;0.094859;-1.993112;84.037514
50.66697025299072;0.156793;-2.027651;83.144371
50.86544132232666;0.226767;-2.046504;81.597
51.07587909698486;0.087545;-1.982328;84.09153
51.28032875061035;0.155954;-1.915299;81.966316
51.48578715324402;0.156935;-1.929963;82.811142
51.68445944786072;0.120925;-1.968343;85.188034
51.9006781578064;0.256296;-1.97537;80.045052
52.09515881538391;0.115487;-1.974615;83.274178
52.30759143829346;0.204137;-2.029154;81.50267
52.50606656074524;0.173736;-2.002058;83.396156
52.718698263168335;0.142994;-1.982222;85.093079
52.912967920303345;0.153337;-1.997485;82.999489
53.11841869354248;0.219465;-2.007178;82.301735
53.32759952545166;0.188896;-1.999068;83.438583
53.52953743934631;0.178881;-2.003007;84.45092
53.73499250411987;0.122122;-1.97322;83.289482
53.945476055145264;0.124416;-2.038676;85.178291
54.14489245414734;0.166006;-2.023665;84.590485
54.350549936294556;0.175487;-2.050147;84.735634
54.55777859687805;0.170227;-2.012104;85.073647
54.760233640670776;0.157183;-2.009369;85.041832
54.96668219566345;0.176518;-1.995227;84.740334
55.18809461593628;0.18563;-2.013709;84.383766
55.375595808029175;0.123415;-2.024715;85.714821
55.57805323600769;0.174004;-1.972256;84.749413
55.783496379852295;0.157588;-2.000463;84.975517
55.98895454406738;0.189806;-2.059686;84.205864
56.19844889640808;0.139799;-2.069708;85.337074
56.40001845359802;0.168973;-2.013777;84.851936
56.60370469093323;0.182386;-2.022091;84.571037
56.808194637298584;0.186979;-2.010822;84.011253
57.017606258392334;0.189336;-1.977795;84.31221
57.21606492996216;0.189022;-1.983503;84.360382
57.42550468444824;0.182094;-1.960918;84.615936
57.62796878814697;0.187491;-1.990356;84.232269
57.83958029747009;0.184177;-1.941311;84.061646
58.036911725997925;0.147851;-1.976896;84.947678
58.240405321121216;0.152104;-1.95867;84.811707
58.447853803634644;0.196134;-2.047466;84.197403
58.65031623840332;0.179198;-2.019067;84.798531
58.85478734970093;0.204651;-2.008013;84.031456
59.06021976470947;0.154847;-1.974885;84.632263
59.26373505592346;0.202428;-1.957194;83.549667
59.467440128326416;0.187756;-1.980149;84.220291
59.674480676651;0.183583;-1.984054;84.324623
59.87766075134277;0.175836;-2.022361;84.799423
60.08405542373657;0.210752;-1.9776;84.000763
60.29552960395813;0.159126;-1.989196;83.92115
60.49412989616394;0.160322;-1.995734;84.187653
60.697439670562744;0.153654;-2.01499;84.956223
60.9397873878479;0.21977;-1.767121;66.068214
61.10834574699402;0.35058;-1.655461;45.618671
61.31694936752319;-3.874259;-2.763334;40.373222
61.51836180686951;-5.364501;-3.070199;35.766155
61.7237913608551;-7.071727;-3.33937;31.904516
61.92626667022705;-8.730904;-3.005981;23.457176
62.13470911979675;-11.329741;-3.278447;15.7561
62.33615684509277;-14.369465;-3.05449;9.169943
62.54460668563843;-16.05443;-3.327748;7.267498
62.74551844596863;-15.580749;-3.270349;7.793533
62.95333552360535;-17.189827;-3.420822;7.025562
63.165990352630615;-15.205629;-3.289035;6.386288
63.35925221443176;9.51367;-0.567408;5.346653
63.56478238105774;15.841748;-1.274552;3.811993
63.772156715393066;8.466641;-1.119679;2.551849
63.97561717033386;-12.006784;-3.62192;13.004407
64.18404984474182;-3.832211;-1.585523;4.981231
64.39748072624207;10.856842;-1.211307;2.480652
64.5929627418518;-2.832373;-2.662804;16.754454
64.80142426490784;-6.320471;-2.481554;21.002787
64.99887681007385;2.651531;-1.613589;20.788338
65.2053210735321;-1.212431;-2.262526;31.320974
65.4087769985199;-0.004996;-2.016894;45.825745
65.61422491073608;-0.33979;-1.951003;62.457561
65.81769013404846;0.083283;-1.964082;68.707863
66.02326273918152;-0.40011;-2.204752;69.823692
66.22974634170532;4.419572;-1.286091;33.171448
66.43416404724121;4.428249;-1.357928;30.930927
66.63783597946167;5.408564;-1.889411;26.381962
66.85205173492432;10.627323;-1.526089;11.52854
67.04553556442261;14.505122;-1.032524;3.377575
67.25996446609497;15.86025;-1.342544;3.550766
67.34174394607544;15.34417;-1.205785;1.752948
67.46141839027405;14.154851;-1.377067;3.84837
67.66389608383179;16.032261;-1.607246;3.66369
67.86635065078735;17.644463;-1.569268;3.572205
68.07802700996399;17.035156;-1.613405;3.916792
68.2742486000061;16.27018;-1.473491;3.261116
68.48568820953369;12.766772;-1.841221;5.00704
68.68615651130676;-15.619977;-3.826654;8.532846
68.88960361480713;-14.834341;-3.40137;11.343586
69.09459924697876;2.945959;-0.701125;3.995694
69.30790901184082;14.581991;-1.68929;5.751568
69.50738525390625;5.035638;-2.231534;18.583288
69.71385931968689;-12.04166;-3.222419;15.478337
69.9132912158966;0.991472;-1.176047;8.713151
70.11783814430237;7.53682;-2.343958;18.15288
70.32346796989441;-2.69335;-1.913466;17.100574
70.53762531280518;-4.196463;-2.251229;26.832962
70.73909044265747;2.113942;-1.807573;38.231865
70.93556356430054;-0.435349;-2.116583;47.68856
71.14899134635925;0.285315;-1.904781;59.113449
71.34771394729614;0.708321;-1.927589;64.193375
71.55390954017639;0.243762;-1.933263;74.928772
71.75736808776855;0.338017;-1.874219;78.186661
71.96880006790161;0.703827;-1.688931;61.561935
72.16735768318176;6.773566;-1.247245;25.227627
72.37414050102234;9.048133;-1.752401;16.349457
72.57563519477844;12.578243;-1.517426;6.919373
72.78308343887329;14.867943;-1.585204;3.514201
72.9835467338562;17.395138;-1.654777;2.301648
73.19894361495972;19.401369;-1.352962;1.335034
73.41835522651672;19.941462;-1.723173;1.99133
73.6038568019867;16.288898;-1.460153;2.018635
73.81130337715149;-8.469737;-1.606132;-2.050022
74.01675581932068;-18.342909;-4.980486;10.413844
74.2162230014801;-15.257934;-3.9886;12.218026
74.41973042488098;13.458452;-0.046835;2.748165
74.62415838241577;17.270201;-1.285658;5.32961
74.82978963851929;0.57088;-1.614725;13.192659
75.03612947463989;-13.199789;-3.455641;13.733994
75.23948407173157;0.055015;-1.463799;10.141455
75.44428443908691;11.829049;-1.872423;7.511506
75.65472769737244;5.783279;-1.906521;13.162707
75.85642313957214;-6.578502;-2.444231;15.307284
76.05787181854248;1.482673;-1.797421;23.671227
76.26509189605713;0.19276;-1.805802;33.910503
76.52753233909607;-0.33257;-1.943977;44.983101
76.6741418838501;0.816388;-1.8786;52.268135
76.8768367767334;0.638438;-1.885444;61.173855
77.09200763702393;-0.021581;-1.922819;72.806351
77.28570508956909;0.135659;-1.959546;76.50502
77.49796104431152;0.299739;-1.925176;78.965202
77.70537972450256;2.880632;-1.99988;56.35873
77.91084742546082;5.695323;-0.795005;21.583771
78.10830211639404;11.036983;-1.709335;10.368888
78.31389379501343;12.312227;-1.351695;4.322882
78.52057933807373;12.679768;-1.430917;3.493543
78.7226459980011;14.969781;-1.53964;2.938255
78.92611002922058;16.254181;-1.571393;2.322188
79.12976312637329;16.704403;-1.400383;1.791306
79.33601355552673;7.39241;-0.888721;-5.877126
79.54445600509644;-13.154006;-3.105774;2.463656
79.7478997707367;-10.236865;-2.830807;13.91812
79.95842242240906;9.799934;-0.583048;8.2165
80.15282225608826;13.096883;-1.888196;7.316923
80.35827779769897;-2.667159;-3.03886;19.427879
80.5638382434845;-8.810698;-2.748072;20.067375
80.78046226501465;6.02002;-0.809036;11.448567
80.97481775283813;1.685933;-1.66645;18.424135
81.18018198013306;-5.463511;-2.954998;22.107943
81.38562798500061;-0.071771;-2.003332;31.553787
81.59108877182007;0.293597;-1.835587;39.123875
81.79644775390625;-0.157639;-1.918753;47.884052
81.99990344047546;0.289204;-1.911897;55.698772
82.2043731212616;0.348449;-1.947907;68.83326
82.41380071640015;0.023151;-1.956187;74.600044
82.61626243591309;0.022301;-1.94902;80.949783
82.69523239135742;0.286231;-1.99079;81.528641
82.81990098953247;0.182591;-1.930127;83.536255
83.02616143226624;0.102742;-1.975332;85.645058
83.22861957550049;0.222382;-1.970991;84.399178
83.43328475952148;0.273484;-1.959296;83.987511
83.64170050621033;0.251634;-1.90374;84.470505
83.84098720550537;0.147984;-1.974958;86.373505
84.04344868659973;0.125793;-1.950012;86.796074
84.24901509284973;0.191081;-1.985481;85.708473
84.45334911346436;0.135308;-2.002745;86.611046
84.66777563095093;0.11923;-1.994033;86.863159
84.86424589157104;0.151395;-1.95403;85.612801
85.06685590744019;0.149019;-1.925955;85.361382
85.279287815094;0.132782;-1.904001;85.9161
85.4817385673523;0.140336;-1.965901;85.391899
85.68519043922424;0.165668;-1.98009;84.76561
85.90387415885925;0.209165;-1.942156;83.432381
86.09609889984131;0.225015;-1.99372;83.548698
86.3015787601471;0.198926;-1.954387;83.858444
86.5040168762207;0.161244;-1.93597;84.805977
86.70658230781555;0.186636;-1.91452;84.248589
86.91394114494324;0.185018;-1.964989;84.529335
87.12633895874023;0.149789;-1.957725;85.287971
87.32381916046143;0.147135;-1.982257;85.214943
87.52626967430115;0.161743;-1.939319;84.715729
87.73770141601562;0.152295;-1.949189;84.827461
87.93526291847229;0.163103;-1.951276;84.423615
88.14943218231201;0.138199;-1.952036;85.058731
88.34907150268555;0.158186;-1.989893;84.704193
88.55437207221985;0.215314;-1.97675;83.46151
88.75681042671204;0.196655;-1.942517;83.498039
89.02032399177551;0.192402;-1.955794;84.196823
89.16870880126953;0.213408;-1.974573;83.532715
89.375164270401;0.205078;-1.934584;83.017136
89.58463263511658;0.144562;-1.914875;84.644012
89.77808785438538;0.115412;-1.956564;86.064247
89.98752307891846;0.185659;-1.968462;84.00531
90.19098615646362;0.132731;-1.944397;85.394768
90.39763760566711;0.142619;-1.965189;84.939323
90.59702157974243;0.144048;-1.954385;84.673302
90.80441546440125;0.115233;-1.945563;85.084702
91.01610016822815;0.139814;-1.965248;85.049171
91.22007369995117;0.107364;-1.988436;85.525826
91.41846323013306;0.1033;-2.007384;85.693115
91.6308856010437;0.114537;-2.0086;85.356766
91.82748508453369;0.116858;-2.02506;85.607368
92.03679537773132;0.1455;-1.965886;84.885315
92.23825454711914;0.133383;-1.929785;85.340393
92.44371008872986;0.14438;-1.994362;84.880417
92.65019345283508;0.108792;-1.996217;84.798141
92.8537929058075;0.116637;-2.032934;85.535347
93.05517482757568;0.131438;-2.026944;85.704147
93.26572012901306;0.104789;-2.023459;86.677437
93.47097706794739;0.103708;-1.997807;86.11525
93.6686429977417;0.116803;-1.99461;86.036476
93.87408185005188;0.104272;-1.941014;85.474419
94.0783383846283;0.131247;-2.040549;85.089973
94.28466534614563;0.092786;-2.040395;86.01107
94.49048089981079;0.105493;-1.993847;85.620888
94.69693374633789;0.072114;-1.991343;86.744881
94.89956712722778;0.124183;-1.993834;85.945045
95.10385012626648;0.136074;-1.954;85.495773
95.31428408622742;0.139291;-1.970406;84.777222
95.51873683929443;0.105745;-2.007866;85.806519
95.71919965744019;0.091523;-1.927731;85.033226
95.92365074157715;0.068736;-1.886863;85.247116
96.12825751304626;0.126891;-1.917497;84.742004
96.33356380462646;0.13169;-2.00831;85.418694
96.53900718688965;0.189875;-2.039927;84.412857
96.74448013305664;0.097131;-2.048229;84.964111
96.95194029808044;0.099751;-1.9979;85.601471
97.15735411643982;0.13032;-1.972766;85.329941
97.24212908744812;0.091747;-1.991321;85.173294
97.35771679878235;0.099695;-1.996159;85.689461
97.56655049324036;0.146575;-1.984861;84.933449
97.77204751968384;0.105202;-1.94121;85.864273
97.98074102401733;0.083113;-1.955909;86.106468
98.18100309371948;0.150901;-2.000008;85.128502
98.38446164131165;0.177178;-1.962149;84.125046
98.58717131614685;0.136554;-1.992709;85.710289
98.79758787155151;0.165221;-1.98872;83.927567
99.00280570983887;0.063986;-1.963769;85.887779
99.20541882514954;0.126782;-1.977943;85.441589
99.40373039245605;0.123315;-1.974851;85.862572
99.6101815700531;0.111124;-2.007707;85.861198
99.81484341621399;0.125736;-1.976452;85.882805
100.01709461212158;0.089324;-1.947694;86.807396
100.22454762458801;0.102351;-1.920866;85.913864
100.43397855758667;0.093252;-1.957486;86.045418
100.63661026954651;0.128063;-1.965701;85.799667
